Codice;Ubicazione;Area di Competenza;DescrizioneVia;Civico;CodiceVia;posti_abitativi;posti_letto;MUNICIPIO;LONGIT;LATIT;Location
VA/82;VIA PONTIDA N. 4 (z.d. 1)VIA FERMO (SAN) N. 1 (z.d. 1)VIA POLO MARCO N. 11 (z.d. 9)VIA BAROZZI MICHELE N. 6 (z.d. 1)VIA FORMENTINI MARCO N. 5 (z.d. 1)VIA MAURILIO (SAN) N. 18 (z.d. 1)CORSO PORTA NUOVA (DI) N. 52 (z.d. 1)VIA BORGONUOVO N. 18 (z.d. 1)VIA CECILIA (SANTA) N. 2 (z.d. 1)VIA BASSI UGO N. 1C (z.d. 9)VIA CASTELFIDARDO N. 10 (z.d. 1)PIAZZETTA GIORDANO UMBERTO N. 2 (z.d. 1)VIA MARCO (SAN) N. 16 (z.d. 1)VIA SOLFERINO N. 24A (z.d. 1)VIA MORONE GEROLAMO N. 8 (z.d. 1)VIA CERESIO N. 3 (z.d. 8);ATTIVITA RICETTIVE - Case vacanza;;;;23;66;;;;
VA/987;VIA PIANELL SALVATORE N. 52 (z.d. 9);ATTIVITA RICETTIVE - Case vacanza;VIA PIANELL SALVATORE;52;1426;1;2;9;9.20218881417;45.5083226834;45.5083226834, 9.20218881417
VA/989;VIA DE LEMENE FRANCESCO N. 18 (z.d. 8);ATTIVITA RICETTIVE - Case vacanza;VIA DE LEMENE FRANCESCO;18;7435;1;2;8;9.13898608266;45.4940162824;45.4940162824, 9.13898608266
VA/2254;VIA MARGHERA N. 34 (z.d. 7);ATTIVITA RICETTIVE - Case vacanza;VIA MARGHERA;34;6280;1;4;7;9.1511319511;45.4666162004;45.4666162004, 9.1511319511
VA/2320;VIA GIANICOLO N. 20 (z.d. 7);ATTIVITA RICETTIVE - Case vacanza;VIA GIANICOLO;20;6622;1;4;7;9.12970679441;45.4699567992;45.4699567992, 9.12970679441
VA/2327;VIA RONCAGLIA N. 3 (z.d. 6);ATTIVITA RICETTIVE - Case vacanza;VIA RONCAGLIA;3;6122;1;4;6;9.15403203648;45.4587291698;45.4587291698, 9.15403203648
VA/2328;VIA SALASCO N. 32 (z.d. 5);ATTIVITA RICETTIVE - Case vacanza;VIA SALASCO;32;4051;1;4;5;9.19581732412;45.4504526925;45.4504526925, 9.19581732412
VA/2329;VIA NICOTERA GIOVANNI N. 3 (z.d. 9);ATTIVITA RICETTIVE - Case vacanza;VIA NICOTERA GIOVANNI;3;1508;1;4;9;9.17485090729;45.5101931169;45.5101931169, 9.17485090729
VA/2329;VIA NICOTERA GIOVANNI N. 3 (z.d. 9);ATTIVITA RICETTIVE - Case vacanza;VIA NICOTERA GIOVANNI;3;1508;1;4;9;9.17485090729;45.5101931169;45.5101931169, 9.17485090729
VA/2342;VIA MELZO N. 13 (z.d. 3);ATTIVITA RICETTIVE - Case vacanza;VIA MELZO;13;2184;1;2;3;9.20913809642;45.4736796444;45.4736796444, 9.20913809642
VA/2343;VIA CREMA N. 17 (z.d. 5);ATTIVITA RICETTIVE - Case vacanza;VIA CREMA;17;4061;1;4;5;9.2028358257;45.4490992351;45.4490992351, 9.2028358257
VA/360;Via MARCO (SAN) N. 24 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;Via MARCO (SAN);24;1036;2;4;1;9.18861191324;45.4760763906;45.4760763906, 9.18861191324
VA/2464;VIA ANDE (DELLE) N. 8 (z.d. 8);ATTIVITA RICETTIVE - Case vacanza;VIA ANDE (DELLE);8;7496;1;6;8;9.12667421754;45.4943977863;45.4943977863, 9.12667421754
VA/2465;CORSO PORTA ROMANA (DI) N. 1 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;CORSO PORTA ROMANA (DI);1;402;1;6;1;9.18902234639;45.4603087059;45.4603087059, 9.18902234639
VA/2466;VIALE CALDARA EMILIO N. 26 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;VIALE CALDARA EMILIO;26;4036;1;4;1;9.20377618087;45.4554765881;45.4554765881, 9.20377618087
VA/2467;VIA ORTI N. 17 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;VIA ORTI;17;4031;1;4;1;9.20014052432;45.4551086271;45.4551086271, 9.20014052432
VA/2468;VIA LECCO N. 11 (z.d. 3);ATTIVITA RICETTIVE - Case vacanza;VIA LECCO;11;2110;1;2;3;9.20507889503;45.4779401772;45.4779401772, 9.20507889503
VA/2469;VIA MASCAGNI PIETRO N. 20 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;VIA MASCAGNI PIETRO;20;3155;1;7;1;9.20344545986;45.4662071624;45.4662071624, 9.20344545986
VA/2470;PIAZZA TRIVULZIANA (DELLA) N. 5 (z.d. 9);ATTIVITA RICETTIVE - Case vacanza;PIAZZA TRIVULZIANA (DELLA);5;1765;1;4;9;9.2116888173;45.515292043;45.515292043, 9.2116888173
VA/2473;VIA BENIGNO (SAN) N. 3 (z.d. 3);ATTIVITA RICETTIVE - Case vacanza;VIA BENIGNO (SAN);3;3247;1;3;3;9.23655926447;45.4704149048;45.4704149048, 9.23655926447
VA/2478;VIA ADIGE N. 14 (z.d. 5);ATTIVITA RICETTIVE - Case vacanza;VIA ADIGE;14;4216;1;2;5;9.20449660344;45.4476588658;45.4476588658, 9.20449660344
VA/2480;VIA CIMAROSA DOMENICO N. 13;ATTIVITA RICETTIVE - Case vacanza;VIA CIMAROSA DOMENICO;13;6291;1;5;7;9.15898860546;45.4647116343;45.4647116343, 9.15898860546
VA/2482;VIA SIMONETTA CICCO N. 17 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;VIA SIMONETTA CICCO;17;5168;1;4;1;9.17487236402;45.4556733636;45.4556733636, 9.17487236402
VA/2486;VIA ADRIATICO N. 1 (z.d. 9);ATTIVITA RICETTIVE - Case vacanza;VIA ADRIATICO;1;1598;1;2;9;9.19566205022;45.5180827526;45.5180827526, 9.19566205022
VA/3959;VIA DUGNANI ANTONIO N. 4 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;VIA DUGNANI ANTONIO;4;6223;1;2;1;9.166052178;45.4598058259;45.4598058259, 9.166052178
VA/72;Via STOPPANI ANTONIO N. 40 (z.d. 3)Piazza MARIA ADELAIDE DI SAVOIA N. 6 (z.d. 3);ATTIVITA RICETTIVE - Case vacanza;;;;8;28;;;;
VA/128;Via QUADRIO MAURIZIO N. 15 (z.d. 9);ATTIVITA RICETTIVE - Case vacanza;Via QUADRIO MAURIZIO;15;1115;7;24;9;9.18372989415232;45.4838582686196;45.4838582686196, 9.18372989415232
VA/1753;VIA MANTEGNA ANDREA N. 5 (z.d. 8);ATTIVITA RICETTIVE - Case vacanza;VIA MANTEGNA ANDREA;5;7203;1;2;8;9.16834571125;45.482986244;45.482986244, 9.16834571125
VA/1755;VIA MONVISO N. 35 (z.d. 8);ATTIVITA RICETTIVE - Case vacanza;VIA MONVISO;35;7212;1;4;8;9.17081955764;45.4863636962;45.4863636962, 9.17081955764
VA/83;VIA FARINI CARLO N. 5 (z.d. 8);ATTIVITA RICETTIVE - Case vacanza;VIA FARINI CARLO;5;1114;30;50;8;9.18157778915;45.4836249285;45.4836249285, 9.18157778915
VA/2545;VIA MERULA GIORGIO N. 3 (z.d. 6);ATTIVITA RICETTIVE - Case vacanza;VIA MERULA GIORGIO;3;5363;1;6;6;9.12844637313;45.4402180039;45.4402180039, 9.12844637313
VA/84;Via VENEZIAN GIACOMO N. 14 (z.d. 3)Via ILLIRICO N. 2 (z.d. 3)Via MARESCALCHI FERDINANDO N. 1 (z.d. 3);ATTIVITA RICETTIVE - Case vacanza;;;;8;16;;;;
VA/3958;VIA MADONNINA N. 13 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;VIA MADONNINA;13;134;1;4;1;9.18493213112;45.4708918229;45.4708918229, 9.18493213112
VA/356;VIA CONFALONIERI FEDERICO N. 5 (z.d. 9)VIA FALCONE N. 5 (z.d. 1)VIA THAON DI REVEL GENOVA N. 4 (z.d. 9);ATTIVITA RICETTIVE - Case vacanza;;;;5;10;;;;
VA/357;Corso BUENOS AIRES N. 9 (z.d. 3);ATTIVITA RICETTIVE - Case vacanza;Corso BUENOS AIRES;9;2129;2;4;3;9.20674553964;45.4764351436;45.4764351436, 9.20674553964
VA/2385;VIA ORTI N. 24 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;VIA ORTI;24;4031;1;4;1;9.20249199079;45.4553250763;45.4553250763, 9.20249199079
VA/86;Piazza CINCINNATO N. 4 (z.d. 3)Via CASATI FELICE N. 32 (z.d. 2)Via MORTARA N. 4 (z.d. 6)Via SFORZA ASCANIOVia VIGEVANO N. 25 (z.d. 6)Via FERRARI GAUDENZIO N. 10 (z.d. 1)Via VIGANO' FRANCESCO N. 8 (z.d. 9)Via CASTALDI PANFILO N. 23 (z.d. 3);ATTIVITA RICETTIVE - Case vacanza;;;;12;31;;;;
C-VA/65;VIA SFORZA ASCANIO N. 31 (z.d. 5)VIA DE CASTILLIA GAETANO N. 24 (z.d. 9)VIA SFORZA ASCANIO N. 31 (z.d. 5)VIA BASSI UGO N. 13 (z.d. 9)VIA ALESSI GALEAZZO N. 6 (z.d. 1)VIA CARCANO GIULIO N. 21 (z.d. 5)VIA FORNARI PASQUALE N. 8 Int. P TERRA (z.d. 7)VIA ZAMENHOF LUDOVICO LAZZARO N. 17 (z.d. 5)VIA OLMETTO N. 3 (z.d. 1)VIA COLA DI RIENZO N. 3 (z.d. 6)VIA INDUNO (F.LLI) N. 28 (z.d. 8)VIA PIATTI (DEI) N. 8 (z.d. 1)VIA SALUTATI COLUCCIO N. 6 (z.d. 7)VIA CARCANO GIULIO N. 21 (z.d. 5)VIA CERONI RICCARDO N. 10 (z.d. 8);ATTIVITA RICETTIVE - Case vacanza;;;;10;43;;;;
VA/2164;VIA LECCE N. 5 (z.d. 5);ATTIVITA RICETTIVE - Case vacanza;VIA LECCE;5;5283;1;5;5;9.18120054405;45.4460403672;45.4460403672, 9.18120054405
VA/105;Via MEDA GIUSEPPE N. 18 (z.d. 5)Via GENTILINO N. 9A (z.d. 5)Via POMPONAZZI PIETRO N. 6B (z.d. 5);ATTIVITA RICETTIVE - Case vacanza;;;;3;12;;;;
VA/101;Via FIAMMA GALVANO N. 40 (z.d. 4);ATTIVITA RICETTIVE - Case vacanza;Via FIAMMA GALVANO;40;3079;16;25;4;9.21139500286;45.4669426992;45.4669426992, 9.21139500286
VA/95;Via DELFICO MELCHIORRE N. 15 residenza del fico milano (z.d. 8);ATTIVITA RICETTIVE - Case vacanza;Via DELFICO MELCHIORRE;15;7250;3;12;8;9.16312485661;45.493892704;45.493892704, 9.16312485661
VA/608;VIA FUSETTI MARIO N. 8 (z.d. 6);ATTIVITA RICETTIVE - Case vacanza;VIA FUSETTI MARIO;8;5158;2;5;6;9.17453539104;45.4507926424;45.4507926424, 9.17453539104
VA/634;VIA BROLETTO N. 31 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;VIA BROLETTO;31;720;2;4;1;9.1855344248;45.4676784943;45.4676784943, 9.1855344248
VA/645;Via ORTI N. 16 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;Via ORTI;16;4031;1;4;1;9.20150362177;45.4551159105;45.4551159105, 9.20150362177
VA/646;Piazza BETTINI LIONELLO N. 5 (z.d. 7);ATTIVITA RICETTIVE - Case vacanza;Piazza BETTINI LIONELLO;5;6653;1;6;7;9.13317868289;45.4625933587;45.4625933587, 9.13317868289
VA/647;Via CAMPERIO MANFREDO N. 17 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;Via CAMPERIO MANFREDO;17;610;1;4;1;9.18256617894;45.4675351218;45.4675351218, 9.18256617894
VA/651;Via BALDUCCIO DA PISA N. 10 (z.d. 5);ATTIVITA RICETTIVE - Case vacanza;Via BALDUCCIO DA PISA;10;4161;1;6;5;9.20786817351;45.4421694992;45.4421694992, 9.20786817351
VA/652;Via PURICELLI GIAN PIETRO N. 13 (z.d. 7);ATTIVITA RICETTIVE - Case vacanza;Via PURICELLI GIAN PIETRO;13;6636;2;4;7;9.12936192373;45.4644806632;45.4644806632, 9.12936192373
VA/654;Via CASTALDI PANFILO N. 37 (z.d. 3);ATTIVITA RICETTIVE - Case vacanza;Via CASTALDI PANFILO;37;2119;1;4;3;9.20504111583;45.4758558569;45.4758558569, 9.20504111583
VA/655;Viale MONZA N. 22A (z.d. 2);ATTIVITA RICETTIVE - Case vacanza;Viale MONZA;22A;2274;1;2;2;9.21796380293;45.4894979451;45.4894979451, 9.21796380293
VA/485;Via ULPIANO DOMIZIO N. 1 (z.d. 6)Via PAGLIANO ELEUTERIO N. 3 (z.d. 7)Via ROSSI ERNESTO N. 9 (z.d. 6)Via ZUMBINI BONAVENTURA N. 44 (z.d. 6)Via RAMAZZINI BERNARDINO N. 8 (z.d. 3)Via MAIOCCHI ACHILLE N. 31 (z.d. 3);ATTIVITA RICETTIVE - Case vacanza;;;;11;33;;;;
VA/107;Via GOVONE GIUSEPPE N. 42 (z.d. 8);ATTIVITA RICETTIVE - Case vacanza;Via GOVONE GIUSEPPE;42;7222;10;38;8;9.16620840782;45.4905186331;45.4905186331, 9.16620840782
VA/202;Via TEODOSIO N. 4 (z.d. 3);ATTIVITA RICETTIVE - Case vacanza;Via TEODOSIO;4;2550;2;4;3;9.23017348398;45.4831122813;45.4831122813, 9.23017348398
VA/204;Via FORLANINI CARLO N. 21 (z.d. 3);ATTIVITA RICETTIVE - Case vacanza;Via FORLANINI CARLO;21;3171;1;2;3;9.23304006996;45.4718921479;45.4718921479, 9.23304006996
VA/1515;VIA MONTALE EUGENIO N. 12 (z.d. 7);ATTIVITA RICETTIVE - Case vacanza;VIA MONTALE EUGENIO;12;6859;1;8;8;9.11685533688;45.4888839092;45.4888839092, 9.11685533688
VA/108;Via MINZONI DON GIOVANNI N. 7 (z.d. 9);ATTIVITA RICETTIVE - Case vacanza;Via MINZONI DON GIOVANNI;7;1141;5;20;9;9.16797099431;45.505466538;45.505466538, 9.16797099431
VA/109;Via SEGURO N. 109 (z.d. 7);ATTIVITA RICETTIVE - Case vacanza;Via SEGURO;109;6783;4;16;7;9.07695866415;45.4637338958;45.4637338958, 9.07695866415
VA/110;Via CARDUCCI GIOSUE' N. 5 (z.d. 1)Via ROMAGNOSI GIAN DOMENICO N. 4 Int. 47 (z.d. 1)Corso MAGENTA N. 60 (z.d. 1)Piazza ERASMO (SANT') N. 5 (z.d. 1)Via ORSO (DELL') N. 20 (z.d. 1)Via FATEBENEFRATELLI N. 15 (z.d. 1)Via MONTI VINCENZO N. 21 (z.d. 1)Via MONTI VINCENZO N. 21 (z.d. 1)Via MONTI VINCENZO N. 21 (z.d. 1)Via ORSO (DELL') N. 20 (z.d. 1)Foro BUONAPARTE N. 14 (z.d. 1)Via FONTANA N. 22 (z.d. 1)Via MELLERIO GIACOMO N. 4 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;;;;19;69;;;;
VA/111;VIA CECILIA (SANTA) N. 4 (z.d. 1)VIA CECILIA (SANTA) N. 2 (z.d. 1)VIA CECILIA (SANTA) N. 4 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;;;;10;29;;;;
VA/112;Via PARINI GIUSEPPE N. 7 (z.d. 1)Via OLDOFREDI ERCOLE N. 7 (z.d. 2)Piazzale PRINCIPESSA CLOTILDE N. 4 (z.d. 1)Via MARCELLO BENEDETTO N. 22 (z.d. 3);ATTIVITA RICETTIVE - Case vacanza;;;;6;26;;;;
VA/113;Via MAIOCCHI ACHILLE N. 17 (z.d. 3);ATTIVITA RICETTIVE - Case vacanza;Via MAIOCCHI ACHILLE;17;2162;5;15;3;9.21386683885;45.4755371514;45.4755371514, 9.21386683885
VA/114;Via OMBONI GIOVANNI N. 1 (z.d. 3);ATTIVITA RICETTIVE - Case vacanza;Via OMBONI GIOVANNI;1;2151;10;27;3;9.20867727388;45.4775913259;45.4775913259, 9.20867727388
VA/106;VIA BANDELLO MATTEO N. 20 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;VIA BANDELLO MATTEO;20;658;1;3;;;;
VA/103;Viale SARCA Int. n.civico 324Viale SARCA Int. CIVICO 324;ATTIVITA RICETTIVE - Case vacanza;;;;3;13;;;;
VA/362;Via REVERE GIUSEPPE N. 7 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;Via REVERE GIUSEPPE;7;6350;3;5;1;9.1693857604;45.4719005841;45.4719005841, 9.1693857604
VA/363;Via BRAMANTE N. 15 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;Via BRAMANTE;15;7123;1;3;1;9.17962754086;45.4800440271;45.4800440271, 9.17962754086
VA/364;Via CUSTODI PIETRO N. 2 (z.d. 5);ATTIVITA RICETTIVE - Case vacanza;Via CUSTODI PIETRO;2;5199;2;3;5;9.1818547891;45.4517310401;45.4517310401, 9.1818547891
VA/365;Via FIORAVANTI ARISTOTILE N. 19 (z.d. 8);ATTIVITA RICETTIVE - Case vacanza;Via FIORAVANTI ARISTOTILE;19;7236;2;4;8;9.17601071981;45.4823714289;45.4823714289, 9.17601071981
VA/174;VIA BALDO DEGLI UBALDI N. 6 (z.d. 8)VIA BROLETTO N. 39 (z.d. 1)CORSO SEMPIONE N. 88 (z.d. 8)GALLERIA UNIONE (DELL') N. 5 (z.d. 1)VIA PUCCI MARCELLO N. 6 (z.d. 8)VIA BOCCACCIO GIOVANNI N. 21 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;;;;10;43;;;;
VA/116;Via DE MARCHI EMILIO N. 46 (z.d. 2);ATTIVITA RICETTIVE - Case vacanza;Via DE MARCHI EMILIO;46;1418;8;26;2;9.2103656016;45.5018175442;45.5018175442, 9.2103656016
VA/104;VIA NN N. 0 ();ATTIVITA RICETTIVE - Case vacanza;VIA NN;0;0;20;64;;;;
VA/3847;CORSO LODI N. 31 (z.d. 4);ATTIVITA RICETTIVE - Case vacanza;CORSO LODI;31;4068;1;2;4;9.20814415632;45.4488884238;45.4488884238, 9.20814415632
VA/170;Via ORTI N. 16 (z.d. 1)Corso PORTA ROMANA (DI) N. 122 (z.d. 1)Via CADORE N. 17 (z.d. 4);ATTIVITA RICETTIVE - Case vacanza;;;;2;13;;;;
VA/242;Viale SARCA N. 92 (z.d. 9);ATTIVITA RICETTIVE - Case vacanza;Viale SARCA;92;1427;1;2;9;9.2050895689;45.5088721434;45.5088721434, 9.2050895689
VA/343;Via ZUARA N. 18 (z.d. 6);ATTIVITA RICETTIVE - Case vacanza;Via ZUARA;18;6126;2;4;6;9.14892570546;45.4569341634;45.4569341634, 9.14892570546
VA/347;Via UGUCCIONE DA PISA N. 6 (z.d. 8);ATTIVITA RICETTIVE - Case vacanza;Via UGUCCIONE DA PISA;6;6142;2;4;8;9.16222939484;45.474741712;45.474741712, 9.16222939484
VA/236;Via LOMELLINA N. 23 (z.d. 4);ATTIVITA RICETTIVE - Case vacanza;Via LOMELLINA;23;3280;1;4;4;9.22995953915;45.4649834589;45.4649834589, 9.22995953915
VA/237;Via MAGOLFA N. 9 (z.d. 6);ATTIVITA RICETTIVE - Case vacanza;Via MAGOLFA;9;5159;2;4;6;9.17635634143;45.4506625125;45.4506625125, 9.17635634143
VA/238;;ATTIVITA RICETTIVE - Case vacanza;;;;;;;;;
VA/239;Via ORNATO LUIGI N. 140 (z.d. 9);ATTIVITA RICETTIVE - Case vacanza;Via ORNATO LUIGI;140;1591;1;4;9;9.19267392665;45.5249445151;45.5249445151, 9.19267392665
VA/239;Via ORNATO LUIGI N. 140 (z.d. 9);ATTIVITA RICETTIVE - Case vacanza;Via ORNATO LUIGI;140;1591;1;4;9;9.19267392665;45.5249445151;45.5249445151, 9.19267392665
VA/240;Via PAGLIANO ELEUTERIO N. 1 (z.d. 7);ATTIVITA RICETTIVE - Case vacanza;Via PAGLIANO ELEUTERIO;1;6390;1;4;7;9.14768639503;45.4753706707;45.4753706707, 9.14768639503
VA/241;Via MORA GIAN GIACOMO N. 9 (z.d. 1)Via CASATI FELICE N. 25 (z.d. 2)Corso PORTA TICINESE (DI) N. 77 (z.d. 1)Piazza VETRA N. 21 (z.d. 1)Via MELZO N. 4 (z.d. 3)Corso PORTA TICINESE (DI) N. 77 (z.d. 1)Via MARCELLO BENEDETTO N. 93 (z.d. 3);ATTIVITA RICETTIVE - Case vacanza;;;;12;25;;;;
VA/137;Via COMMENDA (DELLA) N. 20 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;Via COMMENDA (DELLA);20;3146;2;8;1;9.19908068684;45.4563852471;45.4563852471, 9.19908068684
VA/317;VIA COLOMBO JOE N. 16 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;VIA COLOMBO JOE;16;1792;3;6;9;9.19318163306;45.4816389945;45.4816389945, 9.19318163306
VA/340;VIA PORPORA NICOLA ANTONIO N. 124 (z.d. 3)VIA PORPORA NICOLA ANTONIO N. 109 (z.d. 3)VIA PORPORA NICOLA ANTONIO N. 124 (z.d. 3)VIA LEONCAVALLO RUGGERO N. 37 (z.d. 2);ATTIVITA RICETTIVE - Case vacanza;;;;4;13;;;;
VA/342;Viale BELISARIO N. 1 (z.d. 8);ATTIVITA RICETTIVE - Case vacanza;Viale BELISARIO;1;6360;1;2;8;9.15926034785;45.4731786483;45.4731786483, 9.15926034785
VA/368;Via CARLI GIAN RINALDO N. 39 (z.d. 9);ATTIVITA RICETTIVE - Case vacanza;Via CARLI GIAN RINALDO;39;1563;1;4;9;9.17037185484;45.5226188116;45.5226188116, 9.17037185484
VA/369;Via ANTONELLI ALESSANDRO N. 5A (z.d. 4);ATTIVITA RICETTIVE - Case vacanza;Via ANTONELLI ALESSANDRO;5A;4178;3;4;4;9.22290041402;45.4412496123;45.4412496123, 9.22290041402
VA/370;Via CASTALDI PANFILO N. 30 (z.d. 3);ATTIVITA RICETTIVE - Case vacanza;Via CASTALDI PANFILO;30;2119;1;2;3;9.20348506499;45.4764324229;45.4764324229, 9.20348506499
VA/374;Via BOTTICELLI SANDRO N. 24 (z.d. 3);ATTIVITA RICETTIVE - Case vacanza;Via BOTTICELLI SANDRO;24;3203;2;5;3;9.22853103454;45.473289996;45.473289996, 9.22853103454
VA/379;Via CONFALONIERI FEDERICO N. 11 (z.d. 9);ATTIVITA RICETTIVE - Case vacanza;Via CONFALONIERI FEDERICO;11;1125;1;4;9;9.19082834527;45.4866355929;45.4866355929, 9.19082834527
VA/417;Via TARAMELLI TORQUATO N. 60 (z.d. 2);ATTIVITA RICETTIVE - Case vacanza;Via TARAMELLI TORQUATO;60;1164;1;3;2;9.19537099263;45.4933681836;45.4933681836, 9.19537099263
VA/423;Via LARGA N. 23 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;Via LARGA;23;318;3;4;1;9.19189128916;45.4610950089;45.4610950089, 9.19189128916
VA/424;CORSO VENTIDUE MARZO N. 33 (z.d. 4)RIPA PORTA TICINESE (DI) N. 23 (z.d. 6)VIA GRASSI GIOVANNI BATTISTA N. 1 (z.d. 8)PIAZZA REPUBBLICA (DELLA) N. 1 (z.d. 1)VIA ROSSI PELLEGRINO N. 19/6 (z.d. 9)VIA CASATI FELICE N. 2 (z.d. 3)VIALE PASUBIO N. 16 (z.d. 1)VIA CAPPELLINI ALFREDO N. 16 (z.d. 2)VIA WASHINGTON GIORGIO N. 98 (z.d. 6)VIA TADINO ALESSANDRO N. 50 (z.d. 3)VIA RIPAMONTI GIUSEPPE N. 16 (z.d. 5)VIA CONFALONIERI FEDERICO N. 7VIA RASORI GIOVANNI N. 2 (z.d. 7);ATTIVITA RICETTIVE - Case vacanza;;;;15;66;;;;
VA/425;Via CALDIROLA PIERO N. 6 (z.d. 9);ATTIVITA RICETTIVE - Case vacanza;Via CALDIROLA PIERO;6;1735;1;3;9;9.21330064352;45.5137738242;45.5137738242, 9.21330064352
VA/427;Via SAFFI AURELIO N. 7 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;Via SAFFI AURELIO;7;6159;1;2;1;9.17142434099;45.4688028795;45.4688028795, 9.17142434099
VA/429;Piazza AMBROSOLI GIORGIO N. 3 (z.d. 7);ATTIVITA RICETTIVE - Case vacanza;Piazza AMBROSOLI GIORGIO;3;6317;2;4;7;9.16112720152;45.464223081;45.464223081, 9.16112720152
VA/431;Via EUSTACHI BARTOLOMEO N. 36 (z.d. 3);ATTIVITA RICETTIVE - Case vacanza;Via EUSTACHI BARTOLOMEO;36;2165;1;4;3;9.21495513073;45.4773646512;45.4773646512, 9.21495513073
VA/432;Via SETTEMBRINI LUIGI N. 41 (z.d. 2);ATTIVITA RICETTIVE - Case vacanza;Via SETTEMBRINI LUIGI;41;2127;1;3;2;9.20824201177;45.4840670241;45.4840670241, 9.20824201177
VA/434;Via MONTI VINCENZO N. 32 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;Via MONTI VINCENZO;32;6155;3;6;1;9.17203470095;45.4689201844;45.4689201844, 9.17203470095
VA/461;Via REMBRANDT N. 60 (z.d. 7);ATTIVITA RICETTIVE - Case vacanza;Via REMBRANDT;60;6618;2;4;7;9.13294087866;45.4679475657;45.4679475657, 9.13294087866
VA/463;Via MORGAGNI GIOVANNI BATTISTA N. 38 (z.d. 3);ATTIVITA RICETTIVE - Case vacanza;Via MORGAGNI GIOVANNI BATTISTA;38;2158;1;4;3;9.21417448531;45.4796299597;45.4796299597, 9.21417448531
VA/464;Via PALLA (DELLA) N. 5 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;Via PALLA (DELLA);5;586;1;3;1;9.18610567495;45.4612284211;45.4612284211, 9.18610567495
VA/466;Via UNIONE (DELL') N. 8 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;Via UNIONE (DELL');8;521;1;2;1;9.18722662964;45.4622188362;45.4622188362, 9.18722662964
VA/467;VIA NEGROLI N. 2 (z.d. 4);ATTIVITA RICETTIVE - Case vacanza;VIA NEGROLI;2;3279;1;4;4;9.23268794102;45.4626277092;45.4626277092, 9.23268794102
VA/470;Via CENISIO N. 73 (z.d. 8);ATTIVITA RICETTIVE - Case vacanza;Via CENISIO;73;7184;1;2;8;9.15977037564398;45.4876356687131;45.4876356687131, 9.15977037564398
VA/471;Via POLIZIANO N. 10 (z.d. 8)Via TRIVULZIO ANTONIO TOLOMEO N. 14 (z.d. 7);ATTIVITA RICETTIVE - Case vacanza;;;;2;7;;;;
VA/472;Via DELLA CASA GIOVANNI N. 16 (z.d. 8);ATTIVITA RICETTIVE - Case vacanza;Via DELLA CASA GIOVANNI;16;7433;1;2;8;9.13357280962;45.4948511988;45.4948511988, 9.13357280962
VA/473;Via SAMMARTINI GIOVANNI BATTISTA N. 45 (z.d. 2);ATTIVITA RICETTIVE - Case vacanza;Via SAMMARTINI GIOVANNI BATTISTA;45;1202;2;4;2;9.208280349;45.4917741974;45.4917741974, 9.208280349
VA/474;Via TARTINI GIUSEPPE N. 13A (z.d. 9);ATTIVITA RICETTIVE - Case vacanza;Via TARTINI GIUSEPPE;13A;1501;2;4;9;9.17538841039;45.5037824242;45.5037824242, 9.17538841039
VA/151;Via MANIAGO N. 13 (z.d. 3);ATTIVITA RICETTIVE - Case vacanza;Via MANIAGO;13;2656;6;16;3;9.24018025989;45.4874095546;45.4874095546, 9.24018025989
VA/152;Via MARCO AURELIO N. 2 (z.d. 2);ATTIVITA RICETTIVE - Case vacanza;Via MARCO AURELIO;2;2298;8;32;2;9.22133871524;45.4906937377;45.4906937377, 9.22133871524
VA/480;Piazza MARCO (SAN) N. 1 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;Piazza MARCO (SAN);1;1040;1;4;1;9.18771545611;45.4731724054;45.4731724054, 9.18771545611
