Codice;Ubicazione;Area di Competenza;DescrizioneVia;Civico;CodiceVia;posti_abitativi;posti_letto;MUNICIPIO;LONGIT;LATIT;Location
VA/2005;VIALE CONI ZUGNA N. 6 (z.d. 6);ATTIVITA RICETTIVE - Case vacanza;VIALE CONI ZUGNA;6;5110;1;4;7;9.16441573663;45.460273384;45.460273384, 9.16441573663
VA/2006;VIA RUBENS PIETRO N. 28 (z.d. 7);ATTIVITA RICETTIVE - Case vacanza;VIA RUBENS PIETRO;28;6597;1;4;7;9.14226463625;45.467417727;45.467417727, 9.14226463625
VA/2007;VIA CASTALDI PANFILO N. 19;ATTIVITA RICETTIVE - Case vacanza;VIA CASTALDI PANFILO;19;2119;1;4;3;9.20205303444;45.477226754;45.477226754, 9.20205303444
VA/2009;VIA SAVONA N. 20 (z.d. 6);ATTIVITA RICETTIVE - Case vacanza;VIA SAVONA;20;5122;1;2;6;9.16713852806;45.4551432131;45.4551432131, 9.16713852806
VA/2010;CORSO BUENOS AIRES N. 77A (z.d. 3);ATTIVITA RICETTIVE - Case vacanza;CORSO BUENOS AIRES;77A;2129;1;4;3;9.21576441019;45.4854269344;45.4854269344, 9.21576441019
VA/2011;VIA BORGOGNA N. 3 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;VIA BORGOGNA;3;301;1;4;1;9.19842283349;45.4659371281;45.4659371281, 9.19842283349
VA/2012;RIPA PORTA TICINESE (DI) N. 27 (z.d. 6);ATTIVITA RICETTIVE - Case vacanza;RIPA PORTA TICINESE (DI);27;5150;1;2;6;9.17510145734;45.45164465;45.45164465, 9.17510145734
VA/2013;VIA ROMAGNOSI GIAN DOMENICO N. 2 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;VIA ROMAGNOSI GIAN DOMENICO;2;119;1;4;1;9.1905537652;45.4685410125;45.4685410125, 9.1905537652
VA/2014;PIAZZA OBERDAN GUGLIELMO N. 2 (z.d. 1)VIA PALLAVICINO GIORGIO N. 31 (z.d. 1)VIA CARPOFORO (SAN) N. 4 (z.d. 1)VICOLO GIARDINO N. 3 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;;;;4;14;;;;
VA/2708;VIA SALASCO N. 20 (z.d. 5);ATTIVITA RICETTIVE - Case vacanza;VIA SALASCO;20;4051;1;3;5;9.19478650561;45.4502210418;45.4502210418, 9.19478650561
VA/2709;VIA SAMMARTINI GIOVANNI BATTISTA N. 37 (z.d. 2);ATTIVITA RICETTIVE - Case vacanza;VIA SAMMARTINI GIOVANNI BATTISTA;37;1202;1;4;2;9.20646632726;45.4902567353;45.4902567353, 9.20646632726
VA/2739;VIA MORELLI GIOVANNI N. 1 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;VIA MORELLI GIOVANNI;1;2166;1;3;1;9.20621347645;45.4719441722;45.4719441722, 9.20621347645
VA/2741;PIAZZALE CADORNA LUIGI N. 10 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;PIAZZALE CADORNA LUIGI;10;601;1;2;1;9.1762264676;45.4685852862;45.4685852862, 9.1762264676
VA/2742;PIAZZALE CADORNA LUIGI N. 10 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;PIAZZALE CADORNA LUIGI;10;601;1;2;1;9.1762264676;45.4685852862;45.4685852862, 9.1762264676
VA/2743;RIPA PORTA TICINESE (DI) N. 69;ATTIVITA RICETTIVE - Case vacanza;RIPA PORTA TICINESE (DI);69;5150;1;4;6;9.16940278844;45.4504562783;45.4504562783, 9.16940278844
VA/2744;VIA PINAMONTE DA VIMERCATE N. 3 (z.d. 3);ATTIVITA RICETTIVE - Case vacanza;VIA PINAMONTE DA VIMERCATE;3;1017;1;6;1;9.18244913686;45.4788602679;45.4788602679, 9.18244913686
VA/2747;VIA CORNAGGIA CARLO OTTAVIO N. 12 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;VIA CORNAGGIA CARLO OTTAVIO;12;582;1;12;1;9.18545805561;45.4587063409;45.4587063409, 9.18545805561
VA/2748;CORSO MAGENTA N. 65 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;CORSO MAGENTA;65;604;1;2;1;9.17079939395;45.4656545403;45.4656545403, 9.17079939395
VA/2750;CORSO GOTTARDO (SAN) N. 3 (z.d. 5);ATTIVITA RICETTIVE - Case vacanza;CORSO GOTTARDO (SAN);3;5203;1;1;5;9.18019208089;45.4515458469;45.4515458469, 9.18019208089
VA/2752;VIA TOSELLI PIETRO N. 2 (z.d. 2);ATTIVITA RICETTIVE - Case vacanza;VIA TOSELLI PIETRO;2;2360;1;4;2;9.23487405042;45.5001975198;45.5001975198, 9.23487405042
VA/2753;VIA VIGEVANO N. 33 (z.d. 6);ATTIVITA RICETTIVE - Case vacanza;VIA VIGEVANO;33;5116;1;2;6;9.17189322188;45.4529841794;45.4529841794, 9.17189322188
VA/2756;VIALE ZARA N. 23 (z.d. 9);ATTIVITA RICETTIVE - Case vacanza;VIALE ZARA;23;1170;1;2;9;9.19230726596;45.492399732;45.492399732, 9.19230726596
VA/2773;VIA SANZIO RAFFAELLO N. 17 (z.d. 7);ATTIVITA RICETTIVE - Case vacanza;VIA SANZIO RAFFAELLO;17;6283;1;4;7;9.15281344031;45.4684506502;45.4684506502, 9.15281344031
VA/2775;VIA PINAMONTE DA VIMERCATE N. 6 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;VIA PINAMONTE DA VIMERCATE;6;1017;1;2;1;9.18266724281;45.4790356654;45.4790356654, 9.18266724281
VA/2776;VIA SPONTINI GASPARE N. 9 (z.d. 3);ATTIVITA RICETTIVE - Case vacanza;VIA SPONTINI GASPARE;9;2141;1;2;3;9.21395389433;45.4817879015;45.4817879015, 9.21395389433
VA/2777;VIA PIRANESI GIOVANNI BATTISTA N. 2 (z.d. 4);ATTIVITA RICETTIVE - Case vacanza;VIA PIRANESI GIOVANNI BATTISTA;2;3263;1;1;4;9.22438852178;45.460533968;45.460533968, 9.22438852178
VA/2778;VIA PIRANESI GIOVANNI BATTISTA N. 2 (z.d. 4);ATTIVITA RICETTIVE - Case vacanza;VIA PIRANESI GIOVANNI BATTISTA;2;3263;1;2;4;9.22438852178;45.460533968;45.460533968, 9.22438852178
VA/2781;VIA PIRANESI GIOVANNI BATTISTA N. 2 (z.d. 4);ATTIVITA RICETTIVE - Case vacanza;VIA PIRANESI GIOVANNI BATTISTA;2;3263;1;2;4;9.22438852178;45.460533968;45.460533968, 9.22438852178
VA/2783;CORSO COMO N. 6 (z.d. 9);ATTIVITA RICETTIVE - Case vacanza;CORSO COMO;6;1111;1;2;9;9.18734461471;45.4815798192;45.4815798192, 9.18734461471
VA/2784;VIA PIRANESI GIOVANNI BATTISTA N. 2 (z.d. 4);ATTIVITA RICETTIVE - Case vacanza;VIA PIRANESI GIOVANNI BATTISTA;2;3263;1;2;4;9.22438852178;45.460533968;45.460533968, 9.22438852178
VA/2785;VIA PIRANESI GIOVANNI BATTISTA N. 2 (z.d. 4);ATTIVITA RICETTIVE - Case vacanza;VIA PIRANESI GIOVANNI BATTISTA;2;3263;1;2;4;9.22438852178;45.460533968;45.460533968, 9.22438852178
VA/2787;VIA PIRANESI GIOVANNI BATTISTA N. 2 (z.d. 4);ATTIVITA RICETTIVE - Case vacanza;VIA PIRANESI GIOVANNI BATTISTA;2;3263;1;2;4;9.22438852178;45.460533968;45.460533968, 9.22438852178
VA/2788;VIA PIRANESI GIOVANNI BATTISTA N. 2 (z.d. 4);ATTIVITA RICETTIVE - Case vacanza;VIA PIRANESI GIOVANNI BATTISTA;2;3263;1;2;4;9.22438852178;45.460533968;45.460533968, 9.22438852178
VA/2789;VIA PIRANESI GIOVANNI BATTISTA N. 2 (z.d. 4);ATTIVITA RICETTIVE - Case vacanza;VIA PIRANESI GIOVANNI BATTISTA;2;3263;1;2;4;9.22438852178;45.460533968;45.460533968, 9.22438852178
VA/2791;VIA MELLONI MACEDONIO N. 18 (z.d. 4);ATTIVITA RICETTIVE - Case vacanza;VIA MELLONI MACEDONIO;18;3085;1;2;4;9.21083082113;45.4665178875;45.4665178875, 9.21083082113
VA/2793;VIA BARELLI ARMIDA N. 5 (z.d. 7);ATTIVITA RICETTIVE - Case vacanza;VIA BARELLI ARMIDA;5;6410;1;2;7;9.13160875203;45.4705403667;45.4705403667, 9.13160875203
VA/2794;VIA FARUFFINI FEDERICO N. 40 (z.d. 7);ATTIVITA RICETTIVE - Case vacanza;VIA FARUFFINI FEDERICO;40;6286;1;3;7;9.14609452265;45.4699981405;45.4699981405, 9.14609452265
VA/2795;VIA PALAZZI LAZZARO N. 6 (z.d. 3);ATTIVITA RICETTIVE - Case vacanza;VIA PALAZZI LAZZARO;6;2171;1;8;3;9.20574227768;45.4765264528;45.4765264528, 9.20574227768
VA/2796;VIA TORTONA N. 86 (z.d. 6);ATTIVITA RICETTIVE - Case vacanza;VIA TORTONA;86;5124;1;2;6;9.15627896101;45.4505417901;45.4505417901, 9.15627896101
VA/2797;VIA MAZZINI GIUSEPPE N. 6 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;VIA MAZZINI GIUSEPPE;6;516;1;4;1;9.1883968178;45.4631680991;45.4631680991, 9.1883968178
VA/2798;VIA SISMONDI GIANCARLO N. 9 (z.d. 4);ATTIVITA RICETTIVE - Case vacanza;VIA SISMONDI GIANCARLO;9;3256;1;4;4;9.2257899967;45.4661151011;45.4661151011, 9.2257899967
VA/2799;VIA MAZZINI GIUSEPPE N. 6 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;VIA MAZZINI GIUSEPPE;6;516;1;4;1;9.1883968178;45.4631680991;45.4631680991, 9.1883968178
VA/2800;VIALE MONTE NERO N. 34 (z.d. 4);ATTIVITA RICETTIVE - Case vacanza;VIALE MONTE NERO;34;3062;1;4;4;9.20498630249;45.4559708241;45.4559708241, 9.20498630249
VA/2801;VIALE COL DI LANA N. 3 (z.d. 5);ATTIVITA RICETTIVE - Case vacanza;VIALE COL DI LANA;3;5198;1;5;5;9.18266083489;45.4522245219;45.4522245219, 9.18266083489
VA/2810;CORSO SEMPIONE N. 87 (z.d. 8);ATTIVITA RICETTIVE - Case vacanza;CORSO SEMPIONE;87;7137;1;6;8;9.15780972519;45.486484488;45.486484488, 9.15780972519
VA/2812;VIA DIODORO SICULO N. 4 (z.d. 9);ATTIVITA RICETTIVE - Case vacanza;VIA DIODORO SICULO;4;1424;1;4;9;9.20702306135;45.5057725729;45.5057725729, 9.20702306135
VA/2813;VIA PRINCIPE EUGENIO N. 27 (z.d. 8);ATTIVITA RICETTIVE - Case vacanza;VIA PRINCIPE EUGENIO;27;7223;1;6;8;9.16499454025;45.4902950994;45.4902950994, 9.16499454025
VA/2814;VIA PODGORA N. 11 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;VIA PODGORA;11;3055;1;5;1;9.20327855825;45.4612111021;45.4612111021, 9.20327855825
VA/2815;VIA FRIULI N. 80 (z.d. 4);ATTIVITA RICETTIVE - Case vacanza;VIA FRIULI;80;3199;1;10;4;9.21623120488;45.4576253971;45.4576253971, 9.21623120488
VA/2816;CORSO PORTA TICINESE (DI) N. 87 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;CORSO PORTA TICINESE (DI);87;541;1;4;1;9.18081407584;45.4558106758;45.4558106758, 9.18081407584
VA/2817;VIALE MONZA N. 23 (z.d. 2);ATTIVITA RICETTIVE - Case vacanza;VIALE MONZA;23;2274;1;4;2;9.21726927055;45.4887364556;45.4887364556, 9.21726927055
VA/2818;VIA QUARENGHI GIACOMO N. 32 (z.d. 8);ATTIVITA RICETTIVE - Case vacanza;VIA QUARENGHI GIACOMO;32;7478;1;6;8;9.1150040767;45.4976627052;45.4976627052, 9.1150040767
VA/2820;VIA SCIESA AMATORE N. 1 (z.d. 4);ATTIVITA RICETTIVE - Case vacanza;VIA SCIESA AMATORE;1;3072;1;2;4;9.20964420839;45.4618102556;45.4618102556, 9.20964420839
VA/2821;VIA VERRO BERNARDINO N. 78F (z.d. 5);ATTIVITA RICETTIVE - Case vacanza;VIA VERRO BERNARDINO;78F;4223;1;6;5;9.19582478866;45.4349018132;45.4349018132, 9.19582478866
VA/2822;VIA SAVONA N. 71 (z.d. 6);ATTIVITA RICETTIVE - Case vacanza;VIA SAVONA;71;5122;1;5;6;9.15717053081;45.4514495517;45.4514495517, 9.15717053081
VA/2823;VIA FLUMENDOSA N. 37;ATTIVITA RICETTIVE - Case vacanza;VIA FLUMENDOSA;37;2522;1;6;2;9.24692440756;45.5057736087;45.5057736087, 9.24692440756
VA/2826;VIA MURATORI LODOVICO N. 5 (z.d. 4);ATTIVITA RICETTIVE - Case vacanza;VIA MURATORI LODOVICO;5;4076;1;4;4;9.2040856584;45.4521330484;45.4521330484, 9.2040856584
VA/2827;VIA CORSICO N. 5 (z.d. 6);ATTIVITA RICETTIVE - Case vacanza;VIA CORSICO;5;5157;1;2;6;9.17356376272;45.4521493887;45.4521493887, 9.17356376272
VA/2829;VIA DESSIE' N. 15A (z.d. 7);ATTIVITA RICETTIVE - Case vacanza;VIA DESSIE';15A;6514;1;4;7;9.1229061223;45.4759566557;45.4759566557, 9.1229061223
VA/2830;VIA TOFANE N. 5 (z.d. 2);ATTIVITA RICETTIVE - Case vacanza;VIA TOFANE;5;1414;1;6;2;9.22087522456;45.5034471;45.5034471, 9.22087522456
VA/2831;VIA CHIESA ROSSA (DELLA) N. 33 (z.d. 5);ATTIVITA RICETTIVE - Case vacanza;VIA CHIESA ROSSA (DELLA);33;5321;1;4;5;9.17395594569;45.4330672024;45.4330672024, 9.17395594569
VA/2833;VIA LAZZARETTO N. 17 (z.d. 2);ATTIVITA RICETTIVE - Case vacanza;VIA LAZZARETTO;17;2112;1;3;2;9.20350666199;45.4794945469;45.4794945469, 9.20350666199
VA/2834;VIA MELZO N. 5 (z.d. 3);ATTIVITA RICETTIVE - Case vacanza;VIA MELZO;5;2184;1;4;3;9.20976098361;45.4727872883;45.4727872883, 9.20976098361
VA/2837;VIA SOLFERINO N. 42 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;VIA SOLFERINO;42;1028;1;4;1;9.18840709193;45.4784870472;45.4784870472, 9.18840709193
VA/2838;VIA FRISI PAOLO N. 3 (z.d. 3);ATTIVITA RICETTIVE - Case vacanza;VIA FRISI PAOLO;3;2190;1;3;3;9.20906540155;45.4749364768;45.4749364768, 9.20906540155
VA/1754;VIA FARINI CARLO N. 69 (z.d. 8);ATTIVITA RICETTIVE - Case vacanza;VIA FARINI CARLO;69;1114;1;4;9;9.18480236078;45.4936747767;45.4936747767, 9.18480236078
VA/1757;VIA PISTRUCCI SCIPIONE N. 24 (z.d. 4);ATTIVITA RICETTIVE - Case vacanza;VIA PISTRUCCI SCIPIONE;24;3215;1;2;4;9.21898419636;45.4539058379;45.4539058379, 9.21898419636
VA/1762;VIA JACOPINO DA TRADATE N. 14 (z.d. 8);ATTIVITA RICETTIVE - Case vacanza;VIA JACOPINO DA TRADATE;14;7292;1;4;8;9.15102864272;45.4957878141;45.4957878141, 9.15102864272
VA/1763;VIA LOMAZZO PAOLO N. 47 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;VIA LOMAZZO PAOLO;47;7079;1;9;8;9.16971863282;45.4844239384;45.4844239384, 9.16971863282
VA/1764;VIALE STELVIO N. 52 (z.d. 9);ATTIVITA RICETTIVE - Case vacanza;VIALE STELVIO;52;1227;1;4;9;9.18605251294;45.4945275906;45.4945275906, 9.18605251294
VA/1765;VIALE CERTOSA N. 26 (z.d. 8);ATTIVITA RICETTIVE - Case vacanza;VIALE CERTOSA;26;7174;1;3;8;9.15227174274;45.4899661947;45.4899661947, 9.15227174274
VA/1766;VIA ALEARDI ALEARDO N. 14 (z.d. 8);ATTIVITA RICETTIVE - Case vacanza;VIA ALEARDI ALEARDO;14;7209;1;4;8;9.17358764079;45.4826174122;45.4826174122, 9.17358764079
VA/1781;VIA MARIA FULCORINA (SANTA) N. 17 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;VIA MARIA FULCORINA (SANTA);17;630;1;4;1;9.18242179154;45.4645312287;45.4645312287, 9.18242179154
VA/1782;VIA PASTORELLI GIOVANNI N. 4D (z.d. 6);ATTIVITA RICETTIVE - Case vacanza;VIA PASTORELLI GIOVANNI;4D;5274;1;4;6;9.16202697556;45.4477861996;45.4477861996, 9.16202697556
VA/1783;VIA PASTEUR LUIGI N. 1 (z.d. 2);ATTIVITA RICETTIVE - Case vacanza;VIA PASTEUR LUIGI;1;2283;1;2;2;9.22074896134;45.4894070003;45.4894070003, 9.22074896134
VA/1785;VIA JACOPINO DA TRADATE N. 8 (z.d. 8);ATTIVITA RICETTIVE - Case vacanza;VIA JACOPINO DA TRADATE;8;7292;1;4;8;9.15165355239;45.4953111363;45.4953111363, 9.15165355239
VA/1786;VIA POLO MARCO N. 7 (z.d. 2);ATTIVITA RICETTIVE - Case vacanza;VIA POLO MARCO;7;1103;1;4;9;9.19364471342;45.4807699705;45.4807699705, 9.19364471342
VA/1787;VIA MONTE NAPOLEONE N. 16;ATTIVITA RICETTIVE - Case vacanza;VIA MONTE NAPOLEONE;16;219;1;6;1;9.19463777856;45.4688506632;45.4688506632, 9.19463777856
VA/1788;VIA FARA GUSTAVO N. 10 (z.d. 2);ATTIVITA RICETTIVE - Case vacanza;VIA FARA GUSTAVO;10;1183;1;6;2;9.19798049228;45.4825619107;45.4825619107, 9.19798049228
VA/1789;VIA BERTANI AGOSTINO N. 6 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;VIA BERTANI AGOSTINO;6;7112;1;6;1;9.17416018567;45.4769668494;45.4769668494, 9.17416018567
VA/1791;VIA ZANOLI ALESSANDRO N. 20 (z.d. 9);ATTIVITA RICETTIVE - Case vacanza;VIA ZANOLI ALESSANDRO;20;1548;1;4;9;9.17038979194;45.5155971822;45.5155971822, 9.17038979194
VA/1811;VIA ROTONDI GIOVANNI N. 5 (z.d. 8);ATTIVITA RICETTIVE - Case vacanza;VIA ROTONDI GIOVANNI;5;6404;1;3;8;9.16052640244;45.4755969307;45.4755969307, 9.16052640244
VA/1812;VIA KRAMER ANTONIO N. 33 (z.d. 3);ATTIVITA RICETTIVE - Case vacanza;VIA KRAMER ANTONIO;33;3180;1;2;3;9.20843737333;45.4715013147;45.4715013147, 9.20843737333
VA/1813;VIA CALAMATTA LUIGI N. 2 (z.d. 4);ATTIVITA RICETTIVE - Case vacanza;VIA CALAMATTA LUIGI;2;3270;1;3;4;9.23113769359;45.4609302541;45.4609302541, 9.23113769359
VA/2015;CORSO LODI N. 121 (z.d. 4);ATTIVITA RICETTIVE - Case vacanza;CORSO LODI;121;4068;1;2;4;9.22278842342;45.4408926917;45.4408926917, 9.22278842342
VA/2016;VIA PINEROLO N. 66 (z.d. 7);ATTIVITA RICETTIVE - Case vacanza;VIA PINEROLO;66;6745;1;7;7;9.11627863463;45.4796609928;45.4796609928, 9.11627863463
VA/2017;VIALE GIOVANNI DA CERMENATE N. 1 (z.d. 5);ATTIVITA RICETTIVE - Case vacanza;VIALE GIOVANNI DA CERMENATE;1;5261;1;5;5;9.17661959889;45.4380542952;45.4380542952, 9.17661959889
VA/2023;VIA BERTANI AGOSTINO N. 10 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;VIA BERTANI AGOSTINO;10;7112;1;2;1;9.17381457056;45.4767429208;45.4767429208, 9.17381457056
VA/2043;VIA VITALI LUIGI N. 2 (z.d. 2);ATTIVITA RICETTIVE - Case vacanza;VIA VITALI LUIGI;2;3068;1;2;1;9.20492483442;45.470826665;45.470826665, 9.20492483442
VA/2063;VIA PADOVA N. 26 (z.d. 2);ATTIVITA RICETTIVE - Case vacanza;VIA PADOVA;26;2275;1;2;2;9.21942668619;45.4880728801;45.4880728801, 9.21942668619
VA/2064;CORSO COLOMBO CRISTOFORO N. 3 (z.d. 3);ATTIVITA RICETTIVE - Case vacanza;CORSO COLOMBO CRISTOFORO;3;5114;1;2;6;9.17236504356;45.4549048341;45.4549048341, 9.17236504356
VA/2066;VIA CENISIO N. 83 (z.d. 8);ATTIVITA RICETTIVE - Case vacanza;VIA CENISIO;83;7184;1;2;8;9.15856579773005;45.4876685348109;45.4876685348109, 9.15856579773005
VA/2067;VIA IGLESIAS N. 43 (z.d. 2);ATTIVITA RICETTIVE - Case vacanza;VIA IGLESIAS;43;2458;1;4;2;9.23334230592;45.5055538142;45.5055538142, 9.23334230592
VA/2068;VIA TURATI FILIPPO N. 3 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;VIA TURATI FILIPPO;3;1053;1;6;1;9.19477504541;45.4735944913;45.4735944913, 9.19477504541
VA/2129;VIALE MONZA N. 68 (z.d. 2);ATTIVITA RICETTIVE - Case vacanza;VIALE MONZA;68;2274;1;4;2;9.21939613861;45.4944526986;45.4944526986, 9.21939613861
VA/2130;CORSO BUENOS AIRES N. 66;ATTIVITA RICETTIVE - Case vacanza;CORSO BUENOS AIRES;66;2129;1;4;3;9.21362403678;45.482871287;45.482871287, 9.21362403678
VA/2132;VIA CAGLIERO GIOVANNI N. 12 (z.d. 2);ATTIVITA RICETTIVE - Case vacanza;VIA CAGLIERO GIOVANNI;12;1407;1;4;2;9.20409301353;45.4955033382;45.4955033382, 9.20409301353
VA/2133;PIAZZA BOTTINI ENRICO N. 3 (z.d. 3);ATTIVITA RICETTIVE - Case vacanza;PIAZZA BOTTINI ENRICO;3;2572;1;1;3;9.23561707961;45.4850092517;45.4850092517, 9.23561707961
VA/2135;VIA REDI FRANCESCO N. 5 (z.d. 5);ATTIVITA RICETTIVE - Case vacanza;VIA REDI FRANCESCO;5;2149;1;4;3;9.21070225914;45.4785795044;45.4785795044, 9.21070225914
VA/2136;VIA PIERO DELLA FRANCESCA N. 5 (z.d. 8);ATTIVITA RICETTIVE - Case vacanza;VIA PIERO DELLA FRANCESCA;5;7188;1;4;8;9.16708401421;45.4821935008;45.4821935008, 9.16708401421
VA/2137;VIA ZANELLA GIACOMO N. 5 (z.d. 4);ATTIVITA RICETTIVE - Case vacanza;VIA ZANELLA GIACOMO;5;3257;1;3;4;9.22483051869;45.4642326194;45.4642326194, 9.22483051869
VA/2138;VIA WATT GIACOMO N. 26 (z.d. 6);ATTIVITA RICETTIVE - Case vacanza;VIA WATT GIACOMO;26;5292;1;3;6;9.15138715287;45.4438151534;45.4438151534, 9.15138715287
VA/2845;ALZAIA NAVIGLIO PAVESE N. 20 (z.d. 6);ATTIVITA RICETTIVE - Case vacanza;ALZAIA NAVIGLIO PAVESE;20;5161;1;4;6;9.17648887125;45.4495782186;45.4495782186, 9.17648887125
VA/2978;VIA RIPAMONTI GIUSEPPE N. 16 (z.d. 5);ATTIVITA RICETTIVE - Case vacanza;VIA RIPAMONTI GIUSEPPE;16;4066;1;2;5;9.19692699932;45.4500843651;45.4500843651, 9.19692699932
VA/3002;VIA LARIO N. 8 (z.d. 9);ATTIVITA RICETTIVE - Case vacanza;VIA LARIO;8;1171;1;4;9;9.18964748467;45.4910279669;45.4910279669, 9.18964748467
VA/3003;VIA KRAMER ANTONIO N. 33 (z.d. 3);ATTIVITA RICETTIVE - Case vacanza;VIA KRAMER ANTONIO;33;3180;1;2;3;9.20843737333;45.4715013147;45.4715013147, 9.20843737333
VA/3005;VIA GOLDONI CARLO N. 21A;ATTIVITA RICETTIVE - Case vacanza;VIA GOLDONI CARLO;21A;3183;1;5;3;9.21282642674;45.4693092283;45.4693092283, 9.21282642674
VA/3006;VIA FARINI CARLO N. 6 (z.d. 9);ATTIVITA RICETTIVE - Case vacanza;VIA FARINI CARLO;6;1114;1;2;9;9.18174029827452;45.4832633179921;45.4832633179921, 9.18174029827452
VA/3007;VIALE UMBRIA N. 60 (z.d. 4);ATTIVITA RICETTIVE - Case vacanza;VIALE UMBRIA;60;3145;1;2;4;9.21576942818;45.4539028852;45.4539028852, 9.21576942818
VA/3008;VIA BOCCACCIO GIOVANNI N. 4 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;VIA BOCCACCIO GIOVANNI;4;6158;1;6;1;9.1741900934;45.4678823872;45.4678823872, 9.1741900934
VA/3035;VIA PASSARELLA N. 4 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;VIA PASSARELLA;4;298;1;2;1;9.19452001501;45.4648127621;45.4648127621, 9.19452001501
VA/3069;VIA ANFOSSI AUGUSTO N. 18 (z.d. 4);ATTIVITA RICETTIVE - Case vacanza;VIA ANFOSSI AUGUSTO;18;3071;1;4;4;9.21151197602;45.4597235633;45.4597235633, 9.21151197602
VA/2737;VIA PIER LOMBARDO N. 25;ATTIVITA RICETTIVE - Case vacanza;VIA PIER LOMBARDO;25;4073;1;8;4;9.20831935584;45.453586332;45.453586332, 9.20831935584
VA/2832;VIALE MONTE NERO N. 62 (z.d. 4);ATTIVITA RICETTIVE - Case vacanza;VIALE MONTE NERO;62;3062;1;3;4;9.20710460737;45.4593088817;45.4593088817, 9.20710460737
VA/2836;VIA EDOLO N. 27 (z.d. 2);ATTIVITA RICETTIVE - Case vacanza;VIA EDOLO;27;1217;1;3;2;9.20679053005;45.4936275456;45.4936275456, 9.20679053005
VA/2839;CORSO GENOVA N. 21 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;CORSO GENOVA;21;5164;1;4;1;9.17509673506;45.4567666124;45.4567666124, 9.17509673506
VA/2840;VIA VARESE N. 4 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;VIA VARESE;4;1031;1;4;1;9.18456638294;45.4788243616;45.4788243616, 9.18456638294
VA/2842;VIA VISCONTI DI MODRONE UBERTO N. 2 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;VIA VISCONTI DI MODRONE UBERTO;2;361;1;4;1;9.19910438935;45.4633595687;45.4633595687, 9.19910438935
VA/2843;VIA DISCIPLINI N. 5 (z.d. 1);ATTIVITA RICETTIVE - Case vacanza;VIA DISCIPLINI;5;585;1;4;1;9.18635370686;45.4579406127;45.4579406127, 9.18635370686
VA/2844;VIA PORRO LAMBERTENGHI LUIGI N. 3 (z.d. 9);ATTIVITA RICETTIVE - Case vacanza;VIA PORRO LAMBERTENGHI LUIGI;3;1142;1;2;9;9.18378449571;45.4894155167;45.4894155167, 9.18378449571
VA/2846;RIPA PORTA TICINESE (DI) N. 5 (z.d. 6);ATTIVITA RICETTIVE - Case vacanza;RIPA PORTA TICINESE (DI);5;5150;1;3;6;9.17712115757;45.4520663681;45.4520663681, 9.17712115757
VA/2847;VIA MAC MAHON N. 109 (z.d. 8);ATTIVITA RICETTIVE - Case vacanza;VIA MAC MAHON;109;7221;1;3;8;9.15370596928;45.4969029814;45.4969029814, 9.15370596928
VA/2848;VIA WILDT ADOLFO N. 5 (z.d. 3);ATTIVITA RICETTIVE - Case vacanza;VIA WILDT ADOLFO;5;2554;1;2;3;9.23086367998;45.4880771451;45.4880771451, 9.23086367998
VA/2849;PIAZZA CARRARA FRANCESCO N. 9 (z.d. 5);ATTIVITA RICETTIVE - Case vacanza;PIAZZA CARRARA FRANCESCO;9;5258;1;4;5;9.17640436112;45.4382858596;45.4382858596, 9.17640436112
VA/2850;VIA GARIGLIANO N. 7 (z.d. 9);ATTIVITA RICETTIVE - Case vacanza;VIA GARIGLIANO;7;1134;1;3;9;9.19001771666221;45.488886213148;45.488886213148, 9.19001771666221
VA/2859;VIA POMEZIA N. 4 (z.d. 2);ATTIVITA RICETTIVE - Case vacanza;VIA POMEZIA;4;2270;1;2;2;9.2153067966;45.4892296767;45.4892296767, 9.2153067966
VA/2893;VIA MANSUETO (SAN) N. 3 (z.d. 5);ATTIVITA RICETTIVE - Case vacanza;VIA MANSUETO (SAN);3;4047;1;2;5;9.19335502014;45.4505269093;45.4505269093, 9.19335502014
